Serial number,text,unix timestamp (milliseconds),whisper_assigned_categories,country,region,Hate targets extracted from the whisper text,Hate categories assigned by us
3591,Just went on the worst date ever. I hate racist people ,1413753618523,,,,racist people,race
3592,Just went on the worst date ever. I hate racist people ,1413753677231,,,,racist people,race
3593,I hate thirsty people,1413755964175,"Confessions,DIY and Home,Politics",,,thirsty people,other
3594,I hate ungrateful people. Be happy someone is doing something nice for you. ,1413757003766,"DIY and Home,LOL,Politics",United States,Florida,ungrateful people,behavior
3595,I hate stupid people... as much as I hate people who think they know better then me or who think they are better then me... umm like wtf is that about,1413757351258,"Confessions,DIY and Home,Politics",United Kingdom,England,stupid people,other
3596,I hate black people. ,1413760359078,"DIY and Home,Politics",,,black people,race
3597,"I fucking hate white people 

",1413767439939,"Confessions,DIY and Home,Politics",United States,Pennsylvania,white people,race
3598,I hate gay people if you know someone who says this a lot ask them what there whisper name is ,1413776129643,"DIY and Home,LGBTQ,LOL,Politics,Q and A",United States,Texas,gay people,sexual_orientation
3599,I hate mean people there's a difference in being honest and mean people are just plain mean ,1413776239193,,,,mean people,behavior
3600,"i fucking hate white people
",1413776358969,"Confessions,DIY and Home,Politics",United States,Ohio,white people,race
3601,I hate fake people! Why do people have to be like that?,1413778336025,"Confessions,DIY and Home,Politics,Q and A",United States,Minnesota,fake people,behavior
3602,I can't stand gay people. ,1413780074110,"Confessions,DIY and Home,LGBTQ,Politics",,,gay people,sexual_orientation
3603,I hate shady people. ,1413782995854,"Confessions,DIY and Home,Politics",United States,West Virginia,shady people,behavior
3604,"I hate needy people,  I'm more of a guy in a relationship ",1413783955358,"DIY and Home,Politics,Relationships",United States,Texas,needy people,behavior
3605,Fuck I hate nosey people.. ,1413784013101,,,,nosey people,behavior
3606,I hate fake people 😷,1413784375985,"Confessions,DIY and Home,Politics",United States,Minnesota,fake people,behavior
3607,I loathe fat people ,1413801637371,"Confessions,DIY and Home,Health and Wellness,Politics",Australia,New South Wales,fat people,physical
3608,I hate stupid people in my class,1413815595568,"DIY and Home,Politics,School",,,stupid people,other
3609,I hate fake people,1413816630473,"Confessions,DIY and Home,Politics",Republic of Korea,서울,fake people,behavior
3610,I fucking hate gay people ,1413820832525,"DIY and Home,LGBTQ,Politics",United States,Colorado,gay people,sexual_orientation
3611,"I hate irrelevant people, like stfu. ",1413826635627,,,,irrelevant people,other
3612,I've been single for too long that I hate happy people. ,1413829367105,"Confessions,DIY and Home,Politics",United States,California,happy people,behavior
3613,"Oh how I hate stupid people. People on the internet try to make every site and app a sex, pick up place. News flash! Stop being perverted, there are kids on this app! ",1413830809286,,United States,,stupid people,other
3614,I hate black people,1413835845379,"DIY and Home,Politics",United States,Indiana,black people,race
3615,Morgan Freeman. Wrong on so many levels. I hate white people.,1413836458376,"DIY and Home,Politics",United States,North Carolina,white people,race
3616,I do not like gay people. It's gross and annoying!  ,1413841370229,"DIY and Home,LGBTQ,Politics",Canada,Alberta,gay people,sexual_orientation
3617,"i hate lazy people who will only do ""work"" to take a pic for instagram ",1413842811354,"DIY and Home,Politics,Work",United States,Texas,lazy people,behavior
3618,I really can't stand fat people who complain about being fat.,1413844406181,"Confessions,DIY and Home,Health and Wellness,Politics",United States,California,fat people,physical
3619,I really hate dumb people,1413844611417,"Confessions,DIY and Home,Politics",,,dumb people,other
3620,"I am no where near racist but I absolutely can't stand black people with pimples. 
It grosses me out so much.",1413845158347,"Confessions,DIY and Home,Politics",United States,California,black people,race
3621,I really hate drunk people when I'm sober,1413845363114,"Confessions,DIY and Home,Drugs and Alcohol,LOL,Politics",United Kingdom,England,drunk people,other
3622,I hate country people and everything else country,1413850917358,"Confessions,DIY and Home,Politics",,,country people,class
3623,"I don't like black people...& I believe they're the reason Americas going to hell....let make another rap song promoting drugs & sex n violence and think it's cool....
Stupid black people...go home",1413851481922,"Drugs and Alcohol,NSFW,Politics",United States,Michigan,black people,race
3624,I hate skinny people who say there fat,1413852320190,Meet Up,United States,Kansas,skinny people,physical
3625,I hate immature people man up and tell me to my face ,1413852733936,"DIY and Home,Politics",United States,Kansas,immature people,behavior
3626,"I really don't like gay people, mainly cause they are worse than women when it comes to wanting sex. they don't stop till they get it. Its a lack of respect. ",1413852809257,"LGBTQ,NSFW,Politics",United States,Tennessee,gay people,sexual_orientation
3627,I hate jealous people! Don't make shit up to get me in trouble just because I excel doing the same job you do and I haven't been doing it as long.,1413855528435,"Confessions,DIY and Home,Politics,Work",United States,Maryland,jealous people,behavior
3628,"I'm NOT racist but I HATE black people, there thief's , NASTY ,POOR always acting hard gets on my nervous ! ",1413856363848,"Confessions,DIY and Home,Politics",United States,Texas,black people,race
3629,I hate negative people you guys need to shut up and see all the great things in life ,1413858396420,"DIY and Home,LOL,Politics",United States,Texas,negative people,behavior
3630,I hate happy people because I'm not one.,1413861708519,"Confessions,DIY and Home,Politics",United States,Florida,happy people,behavior
3631,I hate popular people just because their popular I never really talk to them ,1413863807574,"Confessions,DIY and Home,Politics",Canada,Alberta,popular people,behavior
3632,"I hate racist people 
 ",1413865306876,"Confessions,DIY and Home,Politics",United States,New Mexico,racist people,race
3633,"I hate straight people. 
Why are they so obsessed with gay people and gay sex?
Every day I have to hear and feel hatred and negativity. 
The evil that Christianity brings into my life is nearly insurmountable.",1413866057139,"Faith,LGBTQ,NSFW,Politics",United States,Oregon,straight people,sexual_orientation
3634,I can't stand racist people! ,1413867430229,"Confessions,DIY and Home,Politics",Australia,Victoria,racist people,race
3635,"I hate judgmental people every were I go there's always people who look at me like I'm a pics of crap 
",1413867707436,,,,judgmental people,behavior
3636,I hate ratchet people,1413869250326,"Celebrities and Pop Culture,DIY and Home,Politics,TV and Movies",United States,California,ratchet people,class
3637,I hate dumb people ,1413873968197,"Confessions,DIY and Home,Politics",Canada,Washington,dumb people,other
3638,I fuckn hate fat people there disgusting disfigured unhealthy humans. Ewww,1413877589441,"DIY and Home,Health and Wellness,Politics",United States,Texas,fat people,physical
3639,I can't stand rude people on this app!,1413884803893,,,,rude people,behavior
3640,"I absolutely hate ghetto people, I will not talk to you.",1413898936147,"Confessions,DIY and Home,LOL,Politics",United States,Michigan,ghetto people,class
3641,I hate black people ,1413912103013,"DIY and Home,Politics",United States,Maryland,black people,race
3642,I hate stupid people but I know I'm one of them,1413917019669,"Confessions,DIY and Home,Politics",United States,Texas,stupid people,other
3643,I hate Jewish people,1413919264855,"Confessions,DIY and Home,Politics",United States,Indiana,jewish people,religion
3644,I hate greedy people that only care about money. And talk about money. All the time. ,1413922918240,"Confessions,DIY and Home,Money,Politics",United States,Massachusetts,greedy people,behavior
3645," I HATE DUMBASS PEOPLE ILL EXPLAIN 
BITCH=
BRAVE
INTELLIGENT 
TO MUCH STUPIDITY IN THE WORLD I DEAL WITH
COURAGEOUS 
HOPEFUL FOR DREAMS 
 ",1413925455951,,United States,South Carolina,dumbass people,other
3646,"I don't like needy people, but I'm needy myself :( that's bad  ",1413930302460,"Confessions,DIY and Home,Health and Wellness,Politics,Sports",Canada,Washington,needy people,behavior
3647,I hate judgemental people just leave people be how they want to be it's not your life so leave it ,1413932239706,"Confessions,DIY and Home,Politics",United Kingdom,England,judgemental people,behavior
3648,I hate straight people.,1413933290597,"Confessions,DIY and Home,LGBTQ,Politics",United States,Illinois,straight people,sexual_orientation
3649,I don't like black people.  ,1413938016393,"Confessions,DIY and Home,Politics",United States,Missouri,black people,race
3650,"I hate ghetto people, mostly ones who act ghetto because they think it's cool ",1413941374413,"Confessions,DIY and Home,Politics",United States,Connecticut,ghetto people,class
3651,I really hate ignorant people,1413943166484,"Confessions,DIY and Home,Politics",United States,Arkansas,ignorant people,behavior
3652,"I don't like black people or indian people.
I think they're dirty.",1413944792262,"Confessions,DIY and Home,Politics",Colombia,Antioquia,black people,race
3653,"I love all people of all shapes and colors... except stupid people, I hate stupid people.",1413947074241,"Confessions,DIY and Home,Politics",United States,Texas,stupid people,other
3654,I hate black people,1413948234759,"DIY and Home,Politics",Canada,Washington,black people,race
3655,"I'm sick of creepy people on
 whisper ",1413949646714,,,,creepy people,behavior
3656,I'm sick of stupid people,1413955773255,"Confessions,DIY and Home,Politics",United States,Arizona,stupid people,other
3657,I'm sick of shady people. Let's all get high,1413959906552,"Confessions,DIY and Home,Politics",,,shady people,behavior
3658,I hate nasty people who message and talk nasty on whisper.. STOPPP,1413963683136,Meet Up,United States,Pennsylvania,nasty people,behavior
