Tweet id (you need to refetch them using Twitter API),Hate targets extracted from the tweet text,Hate categories assigned by us
 553388542546558978 ,lazy people,behavior
 553389213648162819 ,mean people,behavior
 553391159792635905 ,dumb people,other
 553394762708164608 ,ugly people,physical
 553395060499566593 ,ugly people,physical
 553432276571545601 ,negative people,behavior
 553432352064811008 ,negative people,behavior
 553432607916965890 ,negative people,behavior
 553432872162693122 ,negative people,behavior
 553434352743616513 ,negative people,behavior
 553462098039435264 ,sneaky people,behavior
 553469236778389504 ,black people,race
 553491705652326401 ,slow people,behavior
 553510710026592256 ,shitty people,behavior
 553521384559632386 ,pretty people,physical
 553540879672426496 ,fake people,behavior
 553577244283506689 ,childish people,behavior
 553577600795557888 ,french people,ethnicity
 553580511650934784 ,negative people,behavior
 553581803500343296 ,rude people,behavior
 553582214542548992 ,disrespectful people,behavior
 553590938669289472 ,fake people,behavior
 553618159736193024 ,white people,race
 553630289638223872 ,fake people,behavior
 553651798045904897 ,sexist people,gender
 553659159053611009 ,immature people,behavior
 553659851080212481 ,fake people,behavior
 553662267032498176 ,cocky people,behavior
 553662409622446080 ,cocky people,behavior
 553662619333459968 ,ignorant people,behavior
 553663605020057600 ,white people,race
 553666813662597120 ,fake people,behavior
 553671175725785088 ,ignorant people,behavior
 553673444836245504 ,negative people,behavior
 553677521691373568 ,hypocritical people,behavior
 553704914720157698 ,messy people,behavior
 553719871595245569 ,black people,race
 553726070785335297 ,ugly people,physical
 553730629972803584 ,insecure people,behavior
 553736803988283392 ,rude people,behavior
 553739312207241216 ,gay people,sexual_orientation
 553748212503560192 ,selfish people,behavior
 553756789863628803 ,fake people,behavior
 553768420677017603 ,dirty people,behavior
 553788029018857472 ,ungrateful people,behavior
 553790117773864961 ,insecure people,behavior
 553790906328174592 ,petty people,behavior
 553794094007615489 ,white people,race
 553798636405268480 ,loud people,behavior
 553803036251156481 ,insecure people,behavior
 553830357959991296 ,stupid people,other
 553852097028820992 ,fake people,behavior
 553887429854511104 ,fat people,physical
 553904903308193793 ,sarcastic people,behavior
 553952982598160385 ,selfish people,behavior
 553954131875205120 ,pretentious people,behavior
 553959777400016896 ,clingy people,behavior
 553970883900227584 ,nosey people,behavior
 553984817378119681 ,negative people,behavior
 553992484557447171 ,ignorant people,behavior
 553992832705650689 ,stupid people,other
 554003930829426689 ,clingy people,behavior
 554005054886522880 ,ugly people,physical
 554023732126433280 ,unreliable people,behavior
 554032435336589312 ,childish people,behavior
 554033811064115201 ,white people,race
 554038143746179072 ,old people,physical
 554062407794827264 ,fat people,physical
 554063917748457472 ,mean people,behavior
 554076576170909696 ,white people,race
 554077620573179904 ,poor people,class
 554077968675258368 ,old people,physical
 554079617041301505 ,miserable people,behavior
 554080044872900608 ,sneaky people,behavior
 554087812711346176 ,nosey people,behavior
 554089251340816384 ,sneaky people,behavior
 554093877657739264 ,negative people,behavior
 554097941947097088 ,stupid people,other
 554098663375777792 ,stupid people,other
 554103818158628864 ,clingy people,behavior
 554105172930990080 ,drunk people,other
 554111766368514048 ,temporary people,other
 554113867736158208 ,stupid people,other
 554117890048155648 ,stupid people,other
 554130246472323074 ,rude people,behavior
 554143689250201600 ,serious people,behavior
 554144976863776768 ,white people,race
 554151792645529600 ,drunk people,other
 554165738697535488 ,negative people,behavior
 554175129719431169 ,drunk people,other
 554175972803887104 ,needy people,behavior
 554178422247665664 ,fake people,behavior
 554181316350976000 ,ghetto people,class
 554181362480328704 ,negative people,behavior
 554181416989106176 ,negative people,behavior
 554181656068636673 ,negative people,behavior
 554182142599520256 ,negative people,behavior
 554182230705446912 ,negative people,behavior
 554182641730076672 ,negative people,behavior
 554183698678288384 ,negative people,behavior
 554193274290712576 ,negative people,behavior
 554201524487090176 ,fake people,behavior
 554202329776263168 ,stupid people,other
 554209443353604097 ,ignorant people,behavior
 554219039883816960 ,ungrateful people,behavior
 554231413089009664 ,ungrateful people,behavior
 554279471415820288 ,pretty people,physical
 554284668196241409 ,moody people,behavior
 554316242879021056 ,ignorant people,behavior
 554322098156756992 ,drunk people,other
 554322744083767300 ,drunk people,other
 554323054449659905 ,drunk people,other
 554330314794094593 ,fake people,behavior
 554332223189839872 ,textin people,other
 554333422760771584 ,drunk people,other
 554343669466415104 ,rude people,behavior
 554347087815802881 ,judgemental people,behavior
 554350556509380608 ,black people,race
 554366629086498817 ,unreliable people,behavior
 554376984823091200 ,negative people,behavior
 554397574627876865 ,hypocritical people,behavior
 554410694414987264 ,fake people,behavior
 554436099326885888 ,messy people,behavior
 554446044021268480 ,old people,physical
 554450146050994176 ,stupid people,other
 554457133757251585 ,stupid people,other
 554465476244688899 ,famous people,other
 554469938975764480 ,immature people,behavior
 554472719782543360 ,temporary people,other
 554480638640664576 ,stupid people,other
 554481934680989696 ,stupid people,other
 554487668310958080 ,sometimey people,other
 554504474862313472 ,judgemental people,behavior
 554537446315393025 ,cocky people,behavior
 554543125369454592 ,white people,race
 554616869647183872 ,bossy people,behavior
 554634431189630976 ,famous people,other
 554648033309523968 ,loud people,behavior
 554681206055632897 ,ungrateful people,behavior
 554703918232772609 ,disrespectful people,behavior
 554709798638616576 ,sensitive people,behavior
 554717675541114882 ,negative people,behavior
 554739079079010304 ,ugly people,physical
 554747731936550914 ,temporary people,other
 554759832503582720 ,rude people,behavior
 554775103947677696 ,drunk people,other
 554782880199888896 ,hypocritical people,behavior
 554786663441121280 ,fat people,physical
 554789528162951169 ,friendly people,behavior
 554791566574096384 ,racist people,race
 554794641023705088 ,sneaky people,behavior
 554801419023556608 ,lazy people,behavior
 554808167629348864 ,sneaky people,behavior
 554808914244423680 ,selfish people,behavior
 554815570600685568 ,materialistic people,behavior
 554830242284859392 ,fake people,behavior
 554841227137667072 ,selfish people,behavior
 554843957633372162 ,stupid people,other
 554844771328339968 ,ungrateful people,behavior
 554846084166873088 ,negative people,behavior
 554855445828235264 ,white people,race
 554874559292538880 ,noisy people,behavior
 554875331052830720 ,inconsiderate people,behavior
 554887406428913664 ,white people,race
 555361543135985664 ,negative people,behavior
 555365393511223297 ,shady people,behavior
 555380035818110976 ,white people,race
 555381411570405376 ,rude people,behavior
 555392807469187072 ,judgmental people,behavior
 555405772092608512 ,negative people,behavior
 555428748481146880 ,lazy people,behavior
 555429037867556864 ,lazy people,behavior
 555453079634845697 ,rude people,behavior
 555485946213580800 ,famous people,other
 555491457524842496 ,racist people,race
 555492757767081984 ,black people,race
 555508410880237568 ,judgmental people,behavior
 555519962014822402 ,black people,race
 555520100426842113 ,petty people,behavior
 555520570188509184 ,pretty people,physical
 555533157307781120 ,stupid people,other
 555536957334618113 ,ignorant people,behavior
 555538811208630273 ,stupid people,other
 555540291789549568 ,lazy people,behavior
 555546667144187904 ,pretty people,physical
 555553210254229505 ,black people,race
 555585422500564992 ,emotional people,behavior
 555587024754077697 ,black people,race
 555589704914313216 ,ignorant people,behavior
 555590413739130881 ,messy people,behavior
 555593035161944064 ,clingy people,behavior
 555601654486401025 ,judgmental people,behavior
 555601654481833984 ,fat people,physical
 555621816472182785 ,negative people,behavior
 555632612627070976 ,fake people,behavior
 555704482039095296 ,selfish people,behavior
 555706902123122689 ,emotional people,behavior
 555716469346930688 ,ungrateful people,behavior
 555716813279854593 ,ungrateful people,behavior
 555717656339181568 ,ungrateful people,behavior
 555718256104079360 ,ungrateful people,behavior
 555729702389043201 ,black people,race
 555752225788551169 ,judgmental people,behavior
 555752682967691265 ,selfish people,behavior
 555776884085362689 ,ignorant people,behavior
 555778779935932420 ,selfish people,behavior
 555788095455363073 ,drunk people,other
 555823470219919360 ,ignorant people,behavior
 555824497836953600 ,rude people,behavior
 555830810251911172 ,fake people,behavior
 555837047189946368 ,judgmental people,behavior
 555837676335951872 ,white people,race
 555839865750052864 ,selfish people,behavior
 555847159682048001 ,mean people,behavior
 555851047797665792 ,cocky people,behavior
 555853233009479680 ,childish people,behavior
 555854222881996802 ,emotional people,behavior
 555855023968489474 ,ungrateful people,behavior
 555856374547378176 ,inconsiderate people,behavior
 555860124242571265 ,ungrateful people,behavior
 555866239537381376 ,spoiled people,behavior
 555866591858941953 ,stupid people,other
 555872430325903362 ,selfish people,behavior
 555877228613881856 ,clingy people,behavior
 555878025556803586 ,selfish people,behavior
 555881292927995904 ,white people,race
 555882618315485184 ,mean people,behavior
 555884409291681793 ,ugly people,physical
 555897109623230464 ,moody people,behavior
 555904432878411776 ,messy people,behavior
 555920115393646592 ,mean people,behavior
 555927019197050880 ,bitter people,behavior
 555935856620363776 ,selfish people,behavior
 555952566715305985 ,spiteful people,behavior
 555954026333085696 ,famous people,other
 555955079095001089 ,old people,physical
 555983449392025601 ,white people,race
 556071550735364098 ,inconsiderate people,behavior
 556086662824853504 ,mean people,behavior
